=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2025-11-10_23-5-45
====================================================================================
23:5:45 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
23:13:29 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4634.776855, 321.742249, 8346.612305>)
23:13:30 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4636.165527, 321.356293, 8336.744141>)
23:15:36 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4594.275391, 321.006348, 8227.195313>)
23:15:38 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4597.373047, 319.045715, 8201.357422>)
23:15:39 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4643.206543, 319.304504, 8101.969727>)
23:15:40 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4665.041016, 320.869049, 8076.302734>)
23:15:40 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4691.029297, 322.529846, 8049.060547>)
23:15:41 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4718.937988, 324.782227, 8024.430664>)
23:15:41 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4735.638672, 327.221100, 8009.188965>)
23:16:13 | "Syntactix" (steamid=76561199240649723) Spawned Item: (RA_Blueprint)
23:16:18 | "Syntactix" (steamid=76561199240649723) Spawned Item: (RA_ClawHammer_Red)
23:16:23 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4750.917969, 327.891052, 7982.963379>)
23:16:23 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4761.170410, 327.378265, 7963.077637>)
23:20:39 | "Syntactix" (steamid=76561199240649723) toggled godmode
23:27:38 | "Syntactix" (steamid=76561199240649723) Spawned Item: (RA_CodeLock)
23:30:2 | "Syntactix" (steamid=76561199240649723) Spawned Item: (CrSk_Insurgent_SUV_Black)
23:30:21 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4762.644531, 330.465240, 7954.495605>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4758.943359, 332.105530, 7953.898926>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4758.850098, 332.074493, 7953.877930>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4758.807129, 332.052582, 7953.871582>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4758.708984, 332.018219, 7953.848633>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4758.668457, 331.995575, 7953.843262>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4758.561523, 331.958221, 7953.816895>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4758.518066, 331.933319, 7953.809570>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4758.430664, 331.898590, 7953.791016>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4758.389648, 331.875275, 7953.782715>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4758.288086, 331.836792, 7953.759277>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4758.242676, 331.812134, 7953.751953>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4758.150391, 331.774139, 7953.729004>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4758.107422, 331.749756, 7953.722168>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4758.012695, 331.710571, 7953.699219>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4757.970215, 331.686066, 7953.691895>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4757.860840, 331.640564, 7953.663574>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4757.817383, 331.614746, 7953.657715>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4757.723145, 331.573425, 7953.635254>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4757.683594, 331.550659, 7953.627930>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4757.582031, 331.505463, 7953.603516>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4757.537598, 331.478851, 7953.594727>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4757.439453, 331.434326, 7953.570801>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4757.396484, 331.399902, 7953.567383>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4757.395020, 331.414948, 7953.562500>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4757.351074, 331.412750, 7953.553711>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4757.236816, 331.416595, 7953.532227>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4757.176270, 331.462341, 7953.525391>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4757.049316, 331.511078, 7953.503906>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4756.979980, 331.598999, 7953.498535>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4756.847656, 331.681061, 7953.479492>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4756.769043, 331.794098, 7953.473633>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4756.619141, 331.889374, 7953.451660>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4756.528320, 332.011749, 7953.443359>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4756.400879, 332.116974, 7953.427734>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4756.323242, 332.236115, 7953.422363>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4756.183594, 332.319183, 7953.401855>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4756.103516, 332.418701, 7953.393066>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4755.973633, 332.481018, 7953.375000>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4755.906250, 332.559509, 7953.368164>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4755.780762, 332.592316, 7953.347168>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4755.718750, 332.644012, 7953.339355>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4755.595703, 332.648712, 7953.316406>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4755.542480, 332.678650, 7953.309082>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4755.433105, 332.664490, 7953.287598>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4755.381836, 332.673523, 7953.278809>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4755.282227, 332.644135, 7953.258301>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4755.229980, 332.635681, 7953.247559>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4755.130859, 332.592773, 7953.227051>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4755.084961, 332.577148, 7953.216309>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4754.981934, 332.521027, 7953.193359>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4754.943848, 332.503448, 7953.185547>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4754.838379, 332.446381, 7953.162109>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4754.791504, 332.415894, 7953.149902>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4754.698730, 332.354980, 7953.129883>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4754.663574, 332.332092, 7953.121094>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4754.561035, 332.263031, 7953.096191>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4754.514648, 332.231628, 7953.086914>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4754.421387, 332.168671, 7953.064941>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4754.377441, 332.137604, 7953.054199>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4754.273926, 332.066162, 7953.029785>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4754.227051, 332.033691, 7953.019531>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4754.158691, 331.981537, 7953.009766>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4754.118652, 331.951569, 7953.004395>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4754.030273, 331.887817, 7952.985840>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4753.971191, 331.845917, 7952.973145>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4753.881348, 331.779449, 7952.951660>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4753.834473, 331.746033, 7952.940430>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4753.706055, 331.681732, 7952.888672>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4753.666016, 331.670258, 7952.883789>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4753.555176, 331.646545, 7952.861328>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4753.499512, 331.676392, 7952.851074>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4753.363770, 331.684906, 7952.826172>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4753.291504, 331.748871, 7952.816406>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4753.160156, 331.793915, 7952.793457>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4753.075195, 331.876953, 7952.782715>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4752.931641, 331.932678, 7952.757324>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4752.845215, 332.027252, 7952.747070>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4752.694824, 332.080994, 7952.721680>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4752.604492, 332.168610, 7952.708984>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4752.465820, 332.215637, 7952.684570>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4752.386230, 332.293152, 7952.674805>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4752.250977, 332.316833, 7952.649902>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4752.175781, 332.371429, 7952.638672>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4752.053711, 332.375977, 7952.615234>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4751.983887, 332.405273, 7952.604492>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4751.870117, 332.386841, 7952.582520>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4751.808594, 332.396637, 7952.571289>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4751.683105, 332.343323, 7952.545410>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4751.629883, 332.336823, 7952.535156>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4751.542969, 332.295135, 7952.515625>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4751.494629, 332.277985, 7952.505371>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4751.393066, 332.208618, 7952.482910>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4751.349609, 332.184021, 7952.473633>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4751.248535, 332.105042, 7952.451172>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4751.201660, 332.071045, 7952.440918>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4751.109863, 332.002625, 7952.419434>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4751.063477, 331.962402, 7952.408203>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4750.973145, 331.880310, 7952.388184>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4750.927734, 331.839233, 7952.376465>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4750.824707, 331.746552, 7952.352539>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4750.791504, 331.715851, 7952.344238>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4750.702148, 331.632324, 7952.324219>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4750.655762, 331.590027, 7952.312988>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4750.553711, 331.495331, 7952.288574>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4750.506836, 331.453033, 7952.277832>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4750.418945, 331.367767, 7952.257813>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4750.372070, 331.324493, 7952.247070>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4750.282227, 331.238434, 7952.226074>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4750.235840, 331.195221, 7952.215820>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4750.145020, 331.107849, 7952.193359>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4750.099609, 331.063751, 7952.182617>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4750.009766, 330.975677, 7952.163086>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4749.953125, 330.920685, 7952.148926>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4749.870117, 330.882965, 7952.104004>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4749.821777, 330.857300, 7952.093262>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4749.684082, 330.791595, 7952.061523>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4749.568359, 330.780762, 7952.035645>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4749.494141, 330.821472, 7952.020996>)
23:30:22 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4749.413574, 330.868225, 7952.004395>)
23:30:23 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4749.305664, 330.901489, 7951.981934>)
23:30:23 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4749.184570, 330.937531, 7951.956055>)
23:30:23 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4749.102051, 331.010040, 7951.939941>)
23:30:23 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4748.964844, 331.036285, 7951.910156>)
23:30:23 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4748.880859, 331.108002, 7951.892578>)
23:30:23 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4748.739258, 331.121155, 7951.862305>)
23:30:23 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4748.656250, 331.183105, 7951.844727>)
23:30:23 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4748.522461, 331.183350, 7951.815918>)
23:30:23 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4748.432617, 331.214417, 7951.797852>)
23:30:23 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4748.322266, 331.212769, 7951.773438>)
23:30:23 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4748.247070, 331.231079, 7951.757324>)
23:30:23 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4748.132324, 331.194458, 7951.730957>)
